SID,SEASON,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,USA_ATCF_ID,USA_WIND,USA_PRES,Target_Delta_Wind_6h,Target_Delta_Pres_6h,Target_Delta_Wind_12h,Target_Delta_Pres_12h,Target_Delta_Wind_18h,Target_Delta_Pres_18h,Target_Delta_Wind_24h,Target_Delta_Pres_24h,Target_Delta_Wind_30h,Target_Delta_Pres_30h,Target_Delta_Wind_36h,Target_Delta_Pres_36h,Target_Delta_Wind_42h,Target_Delta_Pres_42h,Target_Delta_Wind_48h,Target_Delta_Pres_48h,Target_Delta_Wind_54h,Target_Delta_Pres_54h,Target_Delta_Wind_60h,Target_Delta_Pres_60h,Target_Delta_Wind_66h,Target_Delta_Pres_66h,Target_Delta_Wind_72h,Target_Delta_Pres_72h,Target_Delta_Wind_78h,Target_Delta_Pres_78h,Target_Delta_Wind_84h,Target_Delta_Pres_84h,Target_Delta_Wind_90h,Target_Delta_Pres_90h,Target_Delta_Wind_96h,Target_Delta_Pres_96h,Target_Delta_Wind_102h,Target_Delta_Pres_102h,Target_Delta_Wind_108h,Target_Delta_Pres_108h,Target_Delta_Wind_114h,Target_Delta_Pres_114h,Target_Delta_Wind_120h,Target_Delta_Pres_120h,Year
2021295N09145,2021,WP,MM,MALOU,2021-10-24 12:00:00,TS,13.8,139.625,WP252021,35.0,1002.0,0.0,2.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,5.0,-5.0,5.0,-4.0,15.0,-10.0,15.0,-8.0,30.0,-18.0,35.0,-19.0,35.0,-22.0,30.0,-20.0,35.0,-21.0,45.0,-28.0,50.0,-33.0,45.0,-29.0,50.0,-34.0,35.0,-24.0,40.0,-29.0,20.0,-16.0,2021
2021299N33284,2021,,,WANDA,2021-10-30 12:00:00,SS,38.5,310.40625,AL212021,40.0,986.0,0.0,2.0,5.0,1.0,10.0,-1.0,10.0,-3.0,10.0,-1.0,5.0,3.0,0.0,5.0,0.0,7.0,-5.0,11.0,-5.0,11.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,9.0,0.0,8.0,5.0,6.0,5.0,6.0,5.0,6.0,0.0,8.0,2021
2021299N33284,2021,,,WANDA,2021-10-31 00:00:00,SS,36.5,314.0,AL212021,45.0,987.0,5.0,-2.0,5.0,-4.0,5.0,-2.0,0.0,2.0,-5.0,4.0,-5.0,6.0,-10.0,10.0,-10.0,10.0,-5.0,9.0,-5.0,9.0,-5.0,9.0,-5.0,9.0,-5.0,8.0,-5.0,7.0,0.0,5.0,0.0,5.0,0.0,5.0,-5.0,7.0,-5.0,7.0,0.0,5.0,2021
2021299N33284,2021,,,WANDA,2021-10-31 12:00:00,SS,36.5,316.59375,AL212021,50.0,983.0,0.0,2.0,-5.0,6.0,-10.0,8.0,-10.0,10.0,-15.0,14.0,-15.0,14.0,-10.0,13.0,-10.0,13.0,-10.0,13.0,-10.0,13.0,-10.0,12.0,-10.0,11.0,-5.0,9.0,-5.0,9.0,-5.0,9.0,-10.0,11.0,-10.0,11.0,-5.0,9.0,-5.0,9.0,-5.0,10.0,2021
2021299N33284,2021,,,WANDA,2021-11-01 00:00:00,SS,35.8,316.0,AL212021,45.0,989.0,-5.0,2.0,-5.0,4.0,-10.0,8.0,-10.0,8.0,-5.0,7.0,-5.0,7.0,-5.0,7.0,-5.0,7.0,-5.0,6.0,-5.0,5.0,0.0,3.0,0.0,3.0,0.0,3.0,-5.0,5.0,-5.0,5.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,10.0,2021
2021299N33284,2021,,,WANDA,2021-11-01 12:00:00,TS,34.1,316.59375,AL212021,40.0,993.0,-5.0,4.0,-5.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,0.0,1.0,0.0,1.0,5.0,-1.0,5.0,-1.0,5.0,0.0,5.0,3.0,5.0,6.0,5.0,7.0,0.0,8.0,2021
2021299N33284,2021,,,WANDA,2021-11-02 00:00:00,TS,34.4,318.09375,AL212021,35.0,997.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,5.0,-2.0,5.0,-3.0,10.0,-5.0,10.0,-5.0,10.0,-5.0,5.0,-3.0,5.0,-3.0,10.0,-5.0,10.0,-5.0,10.0,-4.0,10.0,-1.0,10.0,2.0,10.0,3.0,5.0,4.0,0.0,5.0,0.0,6.0,2021
2021299N33284,2021,,,WANDA,2021-11-02 12:00:00,TS,35.5,319.3125,AL212021,40.0,996.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,0.0,-2.0,0.0,-2.0,5.0,-4.0,5.0,-4.0,5.0,-3.0,5.0,0.0,5.0,3.0,5.0,4.0,0.0,5.0,-5.0,6.0,-5.0,7.0,-5.0,8.0,-5.0,10.0,2021
2021299N33284,2021,,,WANDA,2021-11-03 00:00:00,TS,36.9,319.59375,AL212021,40.0,996.0,0.0,-1.0,0.0,-2.0,5.0,-4.0,5.0,-4.0,5.0,-4.0,0.0,-2.0,0.0,-2.0,5.0,-4.0,5.0,-4.0,5.0,-3.0,5.0,0.0,5.0,3.0,5.0,4.0,0.0,5.0,-5.0,6.0,-5.0,7.0,-5.0,8.0,-5.0,10.0,0.0,10.0,0.0,10.0,2021
2021307N09275,2021,EP,MM,TERRY,2021-11-04 12:00:00,TS,9.2,270.3125,EP182021,30.0,1007.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,2021
2021307N09275,2021,EP,MM,TERRY,2021-11-05 00:00:00,TS,9.7,269.1875,EP182021,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2021
2021307N09275,2021,EP,MM,TERRY,2021-11-05 12:00:00,TS,9.5,268.0,EP182021,25.0,1007.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-11-30 00:00:00,TS,-6.7,101.8125,SH022022,25.0,1005.0,5.0,-2.0,10.0,-4.0,15.0,-5.0,20.0,-4.0,20.0,-6.0,20.0,-6.0,15.0,-4.0,10.0,0.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,-1.0,0.0,-1.0,5.0,0.0,0.0,2.0,0.0,2.0,-5.0,4.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-11-30 12:00:00,TS,-7.5,102.5,SH022022,35.0,1001.0,5.0,-1.0,10.0,0.0,10.0,-2.0,10.0,-2.0,5.0,0.0,0.0,4.0,-5.0,6.0,-5.0,4.0,-10.0,5.0,-10.0,6.0,-10.0,5.0,-10.0,6.0,-10.0,3.0,-10.0,3.0,-5.0,4.0,-10.0,6.0,-10.0,6.0,-15.0,8.0,-20.0,9.0,-20.0,9.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-01 00:00:00,TS,-8.9,102.625,SH022022,45.0,1001.0,0.0,-2.0,0.0,-2.0,-5.0,0.0,-10.0,4.0,-15.0,6.0,-15.0,4.0,-20.0,5.0,-20.0,6.0,-20.0,5.0,-20.0,6.0,-20.0,3.0,-20.0,3.0,-15.0,4.0,-20.0,6.0,-20.0,6.0,-25.0,8.0,-30.0,9.0,-30.0,9.0,-30.0,9.0,-15.0,6.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-01 12:00:00,TS,-9.6,102.125,SH022022,45.0,999.0,-5.0,2.0,-10.0,6.0,-15.0,8.0,-15.0,6.0,-20.0,7.0,-20.0,8.0,-20.0,7.0,-20.0,8.0,-20.0,5.0,-20.0,5.0,-15.0,6.0,-20.0,8.0,-20.0,8.0,-25.0,10.0,-30.0,11.0,-30.0,11.0,-30.0,11.0,-15.0,8.0,-15.0,7.0,-20.0,9.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-02 00:00:00,TS,-9.9,101.1875,SH022022,35.0,1005.0,-5.0,2.0,-5.0,0.0,-10.0,1.0,-10.0,2.0,-10.0,1.0,-10.0,2.0,-10.0,-1.0,-10.0,-1.0,-5.0,0.0,-10.0,2.0,-10.0,2.0,-15.0,4.0,-20.0,5.0,-20.0,5.0,-20.0,5.0,-5.0,2.0,-5.0,1.0,-10.0,3.0,-5.0,-1.0,-10.0,1.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-02 12:00:00,TS,-9.4,100.5,SH022022,30.0,1005.0,-5.0,1.0,-5.0,2.0,-5.0,1.0,-5.0,2.0,-5.0,-1.0,-5.0,-1.0,0.0,0.0,-5.0,2.0,-5.0,2.0,-10.0,4.0,-15.0,5.0,-15.0,5.0,-15.0,5.0,0.0,2.0,0.0,1.0,-5.0,3.0,0.0,-1.0,-5.0,1.0,0.0,-1.0,5.0,-4.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-03 00:00:00,TS,-9.1,99.125,SH022022,25.0,1007.0,0.0,-1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,5.0,-2.0,0.0,0.0,0.0,0.0,-5.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,5.0,0.0,5.0,-1.0,0.0,1.0,5.0,-3.0,0.0,-1.0,5.0,-3.0,10.0,-6.0,10.0,-3.0,10.0,-2.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-03 12:00:00,TS,-8.7,97.875,SH022022,25.0,1007.0,0.0,-3.0,0.0,-3.0,5.0,-2.0,0.0,0.0,0.0,0.0,-5.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,5.0,0.0,5.0,-1.0,0.0,1.0,5.0,-3.0,0.0,-1.0,5.0,-3.0,10.0,-6.0,10.0,-3.0,10.0,-2.0,10.0,-3.0,10.0,-2.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-04 00:00:00,TS,-8.5,96.8125,SH022022,25.0,1004.0,5.0,1.0,0.0,3.0,0.0,3.0,-5.0,5.0,-10.0,6.0,-10.0,6.0,-10.0,6.0,5.0,3.0,5.0,2.0,0.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,10.0,-3.0,10.0,0.0,10.0,1.0,10.0,0.0,10.0,1.0,20.0,-4.0,5.0,4.0,2021
2021334S07101,2022,SI,WA,TERATAI,2021-12-04 12:00:00,TS,-8.1,96.8125,SH022022,25.0,1007.0,0.0,0.0,-5.0,2.0,-10.0,3.0,-10.0,3.0,-10.0,3.0,5.0,0.0,5.0,-1.0,0.0,1.0,5.0,-3.0,0.0,-1.0,5.0,-3.0,10.0,-6.0,10.0,-3.0,10.0,-2.0,10.0,-3.0,10.0,-2.0,20.0,-7.0,5.0,1.0,0.0,1.0,0.0,1.0,2021
2021343S09155,2022,SP,EA,RUBY,2021-12-10 00:00:00,TS,-9.9,155.375,SH032022,25.0,1004.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-3.0,0.0,-2.0,5.0,-4.0,10.0,-3.0,15.0,-6.0,25.0,-11.0,30.0,-13.0,40.0,-21.0,45.0,-24.0,35.0,-18.0,30.0,-15.0,30.0,-16.0,25.0,-14.0,40.0,-23.0,30.0,-17.0,30.0,-19.0,30.0,-20.0,2021
2021343S09155,2022,SP,EA,RUBY,2021-12-10 12:00:00,TS,-10.4,155.5,SH032022,25.0,1004.0,0.0,-4.0,0.0,-3.0,0.0,-2.0,5.0,-4.0,10.0,-3.0,15.0,-6.0,25.0,-11.0,30.0,-13.0,40.0,-21.0,45.0,-24.0,35.0,-18.0,30.0,-15.0,30.0,-16.0,25.0,-14.0,40.0,-23.0,30.0,-17.0,30.0,-19.0,30.0,-20.0,25.0,-17.0,25.0,-16.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-12 12:00:00,TS,5.5,143.75,WP282021,25.0,1004.0,0.0,-4.0,0.0,-2.0,5.0,-3.0,10.0,-4.0,20.0,-11.0,25.0,-13.0,30.0,-13.0,35.0,-14.0,40.0,-22.0,45.0,-22.0,50.0,-26.0,65.0,-39.0,100.0,-70.0,125.0,-96.0,110.0,-79.0,95.0,-61.0,85.0,-53.0,70.0,-39.0,60.0,-34.0,65.0,-36.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-13 00:00:00,TS,5.4,141.75,WP282021,25.0,1002.0,5.0,-1.0,10.0,-2.0,20.0,-9.0,25.0,-11.0,30.0,-11.0,35.0,-12.0,40.0,-20.0,45.0,-20.0,50.0,-24.0,65.0,-37.0,100.0,-68.0,125.0,-94.0,110.0,-77.0,95.0,-59.0,85.0,-51.0,70.0,-37.0,60.0,-32.0,65.0,-34.0,65.0,-36.0,75.0,-40.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-13 12:00:00,TS,6.2,139.75,WP282021,35.0,1000.0,10.0,-7.0,15.0,-9.0,20.0,-9.0,25.0,-10.0,30.0,-18.0,35.0,-18.0,40.0,-22.0,55.0,-35.0,90.0,-66.0,115.0,-92.0,100.0,-75.0,85.0,-57.0,75.0,-49.0,60.0,-35.0,50.0,-30.0,55.0,-32.0,55.0,-34.0,65.0,-38.0,80.0,-52.0,105.0,-79.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-14 00:00:00,TS,7.3,137.0,WP282021,50.0,991.0,5.0,0.0,10.0,-1.0,15.0,-9.0,20.0,-9.0,25.0,-13.0,40.0,-26.0,75.0,-57.0,100.0,-83.0,85.0,-66.0,70.0,-48.0,60.0,-40.0,45.0,-26.0,35.0,-21.0,40.0,-23.0,40.0,-25.0,50.0,-29.0,65.0,-43.0,90.0,-70.0,80.0,-60.0,70.0,-50.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-14 12:00:00,TS,8.2,134.5,WP282021,60.0,990.0,5.0,-8.0,10.0,-8.0,15.0,-12.0,30.0,-25.0,65.0,-56.0,90.0,-82.0,75.0,-65.0,60.0,-47.0,50.0,-39.0,35.0,-25.0,25.0,-20.0,30.0,-22.0,30.0,-24.0,40.0,-28.0,55.0,-42.0,80.0,-69.0,70.0,-59.0,60.0,-49.0,40.0,-32.0,25.0,-16.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-15 00:00:00,TS,8.8,132.25,WP282021,70.0,982.0,5.0,-4.0,20.0,-17.0,55.0,-48.0,80.0,-74.0,65.0,-57.0,50.0,-39.0,40.0,-31.0,25.0,-17.0,15.0,-12.0,20.0,-14.0,20.0,-16.0,30.0,-20.0,45.0,-34.0,70.0,-61.0,60.0,-51.0,50.0,-41.0,30.0,-24.0,15.0,-8.0,5.0,1.0,0.0,6.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-15 12:00:00,TS,9.1,130.125,WP282021,90.0,965.0,35.0,-31.0,60.0,-57.0,45.0,-40.0,30.0,-22.0,20.0,-14.0,5.0,0.0,-5.0,5.0,0.0,3.0,0.0,1.0,10.0,-3.0,25.0,-17.0,50.0,-44.0,40.0,-34.0,30.0,-24.0,10.0,-7.0,-5.0,9.0,-15.0,18.0,-20.0,23.0,-40.0,33.0,-45.0,36.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-16 00:00:00,TS,9.7,127.625,WP282021,150.0,908.0,-15.0,17.0,-30.0,35.0,-40.0,43.0,-55.0,57.0,-65.0,62.0,-60.0,60.0,-60.0,58.0,-50.0,54.0,-35.0,40.0,-10.0,13.0,-20.0,23.0,-30.0,33.0,-50.0,50.0,-65.0,66.0,-75.0,75.0,-80.0,80.0,-100.0,90.0,-105.0,93.0,-110.0,98.0,-115.0,97.0,2021
2021346N05145,2021,WP,MM,RAI,2021-12-16 12:00:00,TS,10.1,124.1875,WP282021,120.0,943.0,-10.0,8.0,-25.0,22.0,-35.0,27.0,-30.0,25.0,-30.0,23.0,-20.0,19.0,-5.0,5.0,20.0,-22.0,10.0,-12.0,0.0,-2.0,-20.0,15.0,-35.0,31.0,-45.0,40.0,-50.0,45.0,-70.0,55.0,-75.0,58.0,-80.0,63.0,-85.0,62.0,-90.0,64.0,-95.0,67.0,2021
2021358S09130,2022,SI,WA,SETH,2021-12-24 12:00:00,TS,-10.6,130.0,SH042022,25.0,1002.0,0.0,-6.0,0.0,-6.0,0.0,-3.0,5.0,-5.0,5.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-5.0,1.0,-5.0,1.0,0.0,-1.0,0.0,-5.0,5.0,-2.0,5.0,-5.0,0.0,-1.0,2021
2021358S09130,2022,SI,WA,SETH,2021-12-25 00:00:00,TS,-11.5,130.125,SH042022,25.0,996.0,0.0,3.0,5.0,1.0,5.0,3.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,6.0,-5.0,6.0,-5.0,6.0,-5.0,7.0,-5.0,7.0,0.0,5.0,0.0,1.0,5.0,4.0,5.0,1.0,0.0,5.0,0.0,5.0,5.0,0.0,2021
2021358S09130,2022,SI,WA,SETH,2021-12-25 12:00:00,TS,-12.6,130.25,SH042022,30.0,997.0,0.0,2.0,-5.0,3.0,-5.0,4.0,-5.0,3.0,-5.0,3.0,-5.0,3.0,-5.0,5.0,-10.0,5.0,-10.0,5.0,-10.0,6.0,-10.0,6.0,-5.0,4.0,-5.0,0.0,0.0,3.0,0.0,0.0,-5.0,4.0,-5.0,4.0,0.0,-1.0,0.0,-1.0,0.0,3.0,2021
2021358S09130,2022,SI,WA,SETH,2021-12-26 00:00:00,TS,-13.3,130.5,SH042022,25.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,3.0,-5.0,3.0,0.0,1.0,0.0,-3.0,5.0,0.0,5.0,-3.0,0.0,1.0,0.0,1.0,5.0,-4.0,5.0,-4.0,5.0,0.0,10.0,-2.0,15.0,-6.0,2021
2021358S09130,2022,SI,WA,SETH,2021-12-26 12:00:00,TS,-14.0,130.625,SH042022,25.0,1000.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,3.0,-5.0,3.0,0.0,1.0,0.0,-3.0,5.0,0.0,5.0,-3.0,0.0,1.0,0.0,1.0,5.0,-4.0,5.0,-4.0,5.0,0.0,10.0,-2.0,15.0,-6.0,25.0,-11.0,25.0,-11.0,2021
2021358S09130,2022,SI,WA,SETH,2021-12-27 00:00:00,TS,-13.9,130.75,SH042022,25.0,1000.0,0.0,2.0,-5.0,2.0,-5.0,2.0,-5.0,3.0,-5.0,3.0,0.0,1.0,0.0,-3.0,5.0,0.0,5.0,-3.0,0.0,1.0,0.0,1.0,5.0,-4.0,5.0,-4.0,5.0,0.0,10.0,-2.0,15.0,-6.0,25.0,-11.0,25.0,-11.0,20.0,-7.0,15.0,-3.0,2021
2021358S09130,2022,SP,EA,SETH,2021-12-28 12:00:00,TS,-14.3,136.75,SH042022,25.0,1001.0,0.0,-4.0,5.0,-1.0,5.0,-4.0,0.0,0.0,0.0,0.0,5.0,-5.0,5.0,-5.0,5.0,-1.0,10.0,-3.0,15.0,-7.0,25.0,-12.0,25.0,-12.0,20.0,-8.0,15.0,-4.0,15.0,-5.0,10.0,-1.0,10.0,-3.0,15.0,-9.0,15.0,-10.0,15.0,-12.0,2021
2022008S13148,2022,SP,EA,TIFFANY,2022-01-08 12:00:00,TS,-13.3,148.0,SH062022,25.0,1004.0,5.0,-3.0,10.0,-6.0,20.0,-9.0,30.0,-11.0,35.0,-15.0,35.0,-15.0,20.0,-8.0,5.0,-2.0,5.0,0.0,15.0,-4.0,15.0,-4.0,25.0,-9.0,30.0,-11.0,30.0,-12.0,10.0,-4.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-5.0,0.0,-5.0,1.0,2022
2022008S13148,2022,SP,EA,TIFFANY,2022-01-09 00:00:00,TS,-14.0,147.25,SH062022,35.0,998.0,10.0,-3.0,20.0,-5.0,25.0,-9.0,25.0,-9.0,10.0,-2.0,-5.0,4.0,-5.0,6.0,5.0,2.0,5.0,2.0,15.0,-3.0,20.0,-5.0,20.0,-6.0,0.0,2.0,-10.0,6.0,-10.0,4.0,-10.0,4.0,-15.0,6.0,-15.0,7.0,-15.0,7.0,-15.0,7.0,2022
2022008S13148,2022,SP,EA,TIFFANY,2022-01-09 12:00:00,TS,-14.0,145.875,SH062022,55.0,993.0,5.0,-4.0,5.0,-4.0,-10.0,3.0,-25.0,9.0,-25.0,11.0,-15.0,7.0,-15.0,7.0,-5.0,2.0,0.0,0.0,0.0,-1.0,-20.0,7.0,-30.0,11.0,-30.0,9.0,-30.0,9.0,-35.0,11.0,-35.0,12.0,-35.0,12.0,-35.0,12.0,-30.0,6.0,-30.0,5.0,2022
2022008S13148,2022,SP,EA,TIFFANY,2022-01-10 00:00:00,TS,-14.3,144.25,SH062022,60.0,989.0,-15.0,7.0,-30.0,13.0,-30.0,15.0,-20.0,11.0,-20.0,11.0,-10.0,6.0,-5.0,4.0,-5.0,3.0,-25.0,11.0,-35.0,15.0,-35.0,13.0,-35.0,13.0,-40.0,15.0,-40.0,16.0,-40.0,16.0,-40.0,16.0,-35.0,10.0,-35.0,9.0,-35.0,10.0,-40.0,11.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-07 12:00:00,TS,-17.4,172.75,SH052022,25.0,1004.0,0.0,0.0,10.0,-7.0,10.0,-8.0,10.0,-5.0,15.0,-9.0,5.0,-4.0,10.0,-7.0,15.0,-5.0,20.0,-8.0,15.0,-7.0,30.0,-21.0,25.0,-19.0,20.0,-13.0,20.0,-14.0,20.0,-15.0,25.0,-12.0,30.0,-18.0,35.0,-22.0,30.0,-19.0,25.0,-15.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-08 00:00:00,TS,-18.0,172.75,SH052022,35.0,997.0,0.0,-1.0,0.0,2.0,5.0,-2.0,-5.0,3.0,0.0,0.0,5.0,2.0,10.0,-1.0,5.0,0.0,20.0,-14.0,15.0,-12.0,10.0,-6.0,10.0,-7.0,10.0,-8.0,15.0,-5.0,20.0,-11.0,25.0,-15.0,20.0,-12.0,15.0,-8.0,10.0,-9.0,10.0,-11.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-08 12:00:00,TS,-18.4,173.5,SH052022,35.0,999.0,5.0,-4.0,-5.0,1.0,0.0,-2.0,5.0,0.0,10.0,-3.0,5.0,-2.0,20.0,-16.0,15.0,-14.0,10.0,-8.0,10.0,-9.0,10.0,-10.0,15.0,-7.0,20.0,-13.0,25.0,-17.0,20.0,-14.0,15.0,-10.0,10.0,-11.0,10.0,-13.0,15.0,-15.0,15.0,-17.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-09 00:00:00,TS,-18.3,175.25,SH052022,30.0,1000.0,5.0,-3.0,10.0,-1.0,15.0,-4.0,10.0,-3.0,25.0,-17.0,20.0,-15.0,15.0,-9.0,15.0,-10.0,15.0,-11.0,20.0,-8.0,25.0,-14.0,30.0,-18.0,25.0,-15.0,20.0,-11.0,15.0,-12.0,15.0,-14.0,20.0,-16.0,20.0,-18.0,30.0,-24.0,20.0,-19.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-09 12:00:00,TS,-19.4,177.0,SH052022,40.0,999.0,5.0,-3.0,0.0,-2.0,15.0,-16.0,10.0,-14.0,5.0,-8.0,5.0,-9.0,5.0,-10.0,10.0,-7.0,15.0,-13.0,20.0,-17.0,15.0,-14.0,10.0,-10.0,5.0,-11.0,5.0,-13.0,10.0,-15.0,10.0,-17.0,20.0,-23.0,10.0,-18.0,5.0,-16.0,5.0,-10.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-10 00:00:00,TS,-20.0,176.625,SH052022,40.0,997.0,15.0,-14.0,10.0,-12.0,5.0,-6.0,5.0,-7.0,5.0,-8.0,10.0,-5.0,15.0,-11.0,20.0,-15.0,15.0,-12.0,10.0,-8.0,5.0,-9.0,5.0,-11.0,10.0,-13.0,10.0,-15.0,20.0,-21.0,10.0,-16.0,5.0,-14.0,5.0,-8.0,5.0,-8.0,5.0,-7.0,2022
2022008S17173,2022,SP,MM,CODY,2022-01-10 12:00:00,TS,-20.7,175.125,SH052022,50.0,985.0,-5.0,6.0,-5.0,5.0,-5.0,4.0,0.0,7.0,5.0,1.0,10.0,-3.0,5.0,0.0,0.0,4.0,-5.0,3.0,-5.0,1.0,0.0,-1.0,0.0,-3.0,10.0,-9.0,0.0,-4.0,-5.0,-2.0,-5.0,4.0,-5.0,4.0,-5.0,5.0,5.0,-4.0,5.0,-4.0,2022
2022025S11091,2022,SI,MM,BATSIRAI,2022-01-26 00:00:00,TS,-14.1,89.375,SH082022,30.0,1003.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,10.0,-4.0,20.0,-8.0,60.0,-33.0,35.0,-16.0,15.0,-6.0,15.0,-6.0,20.0,-8.0,25.0,-10.0,25.0,-11.0,25.0,-12.0,45.0,-24.0,50.0,-28.0,60.0,-39.0,65.0,-43.0,65.0,-42.0,60.0,-38.0,60.0,-37.0,2022
2022025S11091,2022,SI,MM,BATSIRAI,2022-01-26 12:00:00,TS,-14.9,86.8125,SH082022,30.0,1000.0,0.0,0.0,10.0,-1.0,20.0,-5.0,60.0,-30.0,35.0,-13.0,15.0,-3.0,15.0,-3.0,20.0,-5.0,25.0,-7.0,25.0,-8.0,25.0,-9.0,45.0,-21.0,50.0,-25.0,60.0,-36.0,65.0,-40.0,65.0,-39.0,60.0,-35.0,60.0,-34.0,55.0,-30.0,45.0,-23.0,2022
2022025S11091,2022,SI,MM,BATSIRAI,2022-01-27 00:00:00,TS,-16.1,83.375,SH082022,40.0,999.0,10.0,-4.0,50.0,-29.0,25.0,-12.0,5.0,-2.0,5.0,-2.0,10.0,-4.0,15.0,-6.0,15.0,-7.0,15.0,-8.0,35.0,-20.0,40.0,-24.0,50.0,-35.0,55.0,-39.0,55.0,-38.0,50.0,-34.0,50.0,-33.0,45.0,-29.0,35.0,-22.0,25.0,-17.0,25.0,-18.0,2022
2022025S11091,2022,SI,MM,BATSIRAI,2022-01-27 12:00:00,TS,-17.9,79.6875,SH082022,90.0,970.0,-25.0,17.0,-45.0,27.0,-45.0,27.0,-40.0,25.0,-35.0,23.0,-35.0,22.0,-35.0,21.0,-15.0,9.0,-10.0,5.0,0.0,-6.0,5.0,-10.0,5.0,-9.0,0.0,-5.0,0.0,-4.0,-5.0,0.0,-15.0,7.0,-25.0,12.0,-25.0,11.0,-20.0,9.0,-10.0,2.0,2022
2022025S11091,2022,SI,MM,BATSIRAI,2022-01-28 00:00:00,TS,-18.9,76.0,SH082022,45.0,997.0,0.0,0.0,5.0,-2.0,10.0,-4.0,10.0,-5.0,10.0,-6.0,30.0,-18.0,35.0,-22.0,45.0,-33.0,50.0,-37.0,50.0,-36.0,45.0,-32.0,45.0,-31.0,40.0,-27.0,30.0,-20.0,20.0,-15.0,20.0,-16.0,25.0,-18.0,35.0,-25.0,45.0,-28.0,60.0,-43.0,2022
